"text","hate","hatespeech_G1","annotator_G1","hatespeech_G2","annotator_G2","hatespeech_G3","annotator_G3"
"Essa é a imprensa que a esquerda chama de 'direita golpista'...
#DiaDaMulher https://t.co/kKsVlZN1Jz","0","0","C","1","Dani","0","A"
"Essa é a 'lógica' deste jovem 'sensato' --> @GLStecanela https://t.co/jXgmUuMkWD","0","1","C","0","I","0","E"
"Essa é uma das responsáveis por isso pela qual vocês babam ovo. #NaoAOLimiteDeInternet https://t.co/udKZ4pKyQX","0","0","B","1","It","0","A"
"Essa ,foi longe agora kkkkkk. https://t.co/ikdTXaR5FO","0","1","E","0","S","0","D"
"Essa foi na mosca. E eu achando que o problema fosse só aqui no Brasil com essa 'geração lacre' https://t.co/RLhRV0Ofei","1","1","D","1","S","1","B"
"essa gente que quer combater o racismo mas diz q por uma pessoa ser branca ela não pode fazer x coisa.....tipo se vestir de iemanjá","1","1","E","1","It","1","B"
"Essa geração atual de jovens tem mais é que se foder e acabou
Mete um ditador socialista no país pra metade ser fuzilado e fim de papo","1","1","B","1","V","1","C"
"ESSA GERAÇÃO É UM LIXO, EU FAÇO MINHA PARTE, PROIBO MEUS NETOS DE VEREM YOUTUBERS  #JoaquinResponde https://t.co/bY9pAC1pQy","1","1","E","1","S","1","C"
"Essa hora é qdo a mulher quer sair da balada pra ir pra casa pra levar vara","1","1","E","1","B","0","B"
"Essa hora sexta feira @homemdeverdade não vai pra baladinha de vagabundo....Essa hora já demos duas! Agora é só relax...","0","0","B","1","V","0","E"
"Essa hora só tem puta e viado online","1","1","B","1","V","1","A"
"Essa hora só tem puta e viado online, exceto eu","1","1","B","1","B","1","D"
"Essa imagem é montagem coisa de comunista
http://t.co/l1HM4X23Df","1","1","A","1","S","0","C"
"Essa mulher é mais enrolada que eu na cozinha. #MasterChefBR","1","1","A","0","I","1","A"
"essa mulher é mt burra","1","1","B","1","It","0","D"
"Essa notícia merece ser compartilhada. https://t.co/STNC7PPv74","0","0","D","0","It","0","E"
"Essa piada merece o Twitter não aquela outra rede social","0","0","C","0","S","0","C"
"Essa pistoleira, agora está inventando que é íntima de 3 ministros do #STF , e amiga íntima do Janot, além de... https://t.co/7uzI9gte7V","1","1","A","0","B","1","B"
"Essa pouca diversidade colabora para que a ciência produzida no Brasil seja descolada da necessidade da... https://t.co/HJadlVMhh0","0","0","C","0","It","0","D"
"Essa procuradora é uma piada.Levou uma lambada do Dr. Miguel Nagib autor do projeto #EscolaSemPartido.em... https://t.co/UnR0zDaYfI","1","1","E","1","It","0","D"
"essas escolas marxistas doutrinadoras de esquerda só sabem alienar nossos futuros cidadãos de bem","1","1","C","1","I","0","B"
"Essas escolas são LGBT? Não são escolas públicas? Passamos dos limites e ainda se vitimam e nos acusam de... https://t.co/CYENjm96oD","1","1","A","1","I","0","B"
"ESSAS FÃS DE FITFI HARMONY CAMILA CABELLO SÃO TUDO RETARDADA PAI AUSENTE, E FICAM SE ESFREGANDO A PERERÉQUINHA PRA APARECER, TÁ NA MODA
#PAZ","1","1","E","1","I","1","E"
"Essas fufas não me ligam nenhuma mas depois  quando estão mal com as namoradas já querem marcar um date porque têm saudades lol","1","1","B","1","I","0","A"
"Essas mulher burra me da raiva","1","1","C","1","It","1","D"
"ESSAS NOTAS A REDE GLOBO NÃO MOSTRA
#ApuracaoRJ #Rio452 https://t.co/Nu6tvsMlA7","0","1","A","0","B","0","C"
"Essa sociedade machista opressora https://t.co/25ZOYePq5z","1","1","A","0","B","1","E"
"essas pessoas acabaram de visualizar seu perfil https://t.co/EcEh3mNpw3","0","0","A","0","V","0","C"
"Essas três mulheres acusam Donald Trump de denegrir as mulheres... https://t.co/Miv64JkOZA","0","0","B","0","V","1","B"
"Essa #Veja tenta mais não conseguem KKK quer dizer que as lésbicas sentem mais orgasmos por serem lésbicas kkkkk... https://t.co/7ETyFOrswf","1","1","D","1","V","1","B"
"Esse aqui com certeza sofreu bastante com os senhores de engenho. Vergonha desse movimento. Lixo demais. https://t.co/3rKdx5354d","0","1","A","0","B","0","D"
"Esse bom tempo está assim agora pra me receber de volta vocês não percebem ... É para eu não sentir o choque de Angola pra Portugal pá..","0","0","A","0","I","0","A"
"Esse cara é um lixo humano, é daqueles imbecis que acham que sabem tudo https://t.co/Ocs4E9fEV1","1","1","A","1","S","1","D"
"ESSE CARA SOU EU http://t.co/Cb1c5GSY","0","1","D","0","It","0","A"
"esse caviar tá  D E L I C I O S O  https://t.co/SYt9sPB0pz","0","0","B","0","I","0","A"
"esse dia já começou mal por eu receber vários feliz dia da mulher mas posta piadinha de 'loura burra' no wpp da família 
ah me erra!","0","1","E","0","B","0","B"
"Esse é aquele padre que deu uma Pajero pro pai de um menino que o acusou de pedofilia... https://t.co/U8FE9gkOEg","0","1","C","0","B","0","A"
"Esse é o amor da esquerda. https://t.co/MGO8hWrJbX","0","0","C","0","Dani","0","A"
"ESSE É O FAMOSO CHUPA CU? @g1 https://t.co/HCuJZKSNRt","1","1","A","1","I","0","A"
"Esse é o nível da turma que faz uma pessoa de bem ficar desempregada por não seguir o politicamente correto e apoia _ https://t.co/mVfQ9OKdFP","0","0","C","0","V","0","A"
"esse é o seu argumento?  
hahaha você vive uma mentira e tem medo de ser desmascarada! https://t.co/1UggXmAloF","0","1","B","0","I","0","D"
"Esse feminismo que quer igualdade entre homens e mulheres? https://t.co/UQpeGIjPT0","1","1","E","1","It","0","C"
"esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no país, pq nao e a familia dele que ta sofrendo la","1","1","D","0","V","1","E"
"Esse foi o dia da MULHER mais reinvidicado por quem não é mulher na história desse país #DiadaMulher Feminismo/marx _ https://t.co/D69VSgtyj1","0","0","B","0","V","0","D"
"Esse futebol de hoje 'politicamente correto' e 'profissional' não é coisa de homem de verdade...é de mariquinha..futebol tem que ter porrada","0","1","E","0","V","0","C"
"esse galo ta tocando o terror no independência... #CaiuNoHortoTaMorto joga o inFeliciano e o Malacheia la dentro quem sabe n morre tb?","0","1","D","0","I","0","E"
"ESSE IBRA É UM FINAZZI COM RABO DE CAVALO","0","1","E","0","B","0","A"
"Esse nome quase não é esquerdopata!!!!  hahahahah https://t.co/seRMgQWJVx","1","1","E","1","I","0","A"
"Esse padre é de uma igreja aqui de perto
Na época meu pai falou que ia me por na catequese e era pra eu só voltar pra casa com uma Pajero","1","1","D","0","B","1","B"
"Esse @pagapaulo fez um homem perder o emprego porque o cara deu uma opinião no Facebook, mas adivinha? A moral dele _ https://t.co/n8G8QBu3sb","0","1","E","0","V","0","A"
"Esse papo de Rússia é NOTÍCIA FALSA criada pelos dems e usada pela mídia pra mascarar a grande derrota nas eleições _ https://t.co/4BcoHdUf2Q","0","1","B","0","Dani","0","D"
"ESSE P.S.G. É UM SÃO CAETANO QUE FALA FRANCÊS","0","0","E","0","B","0","B"
"ESSES DIA ESTAVAM ME CHAMANDO DISSO AQUI PUTA QUE PARIU TRABALHEI 40 ANOS NO RAMO DA MARCENARIA PRA SER CHAMADO DIS _ https://t.co/mIn3p9Kb9A","1","1","E","0","Dani","1","B"
"esse tal de golpe aí é que nem o racismo
tá nos olhos de quem vê","1","1","C","1","I","0","E"
"Está a chegar a hora dos europeus acordarem!
https://t.co/d5yMsyMUyW","0","0","C","0","I","0","D"
"2018 está chegando   kkkkkkkk https://t.co/LErfp09mwc","0","0","B","0","I","0","B"
"@Estadao ah tá...Venezuela é um paraíso,  Cuba, Somália, Coreia do Norte idem e não ha crise de refugiados na Europa","1","1","A","1","V","0","D"
"@Estadao alguem tem que LIMPAR A IMAGEM  da USP né..afinal a maconha e o MARXISMO de esquerda tão destruindo a univ _ https://t.co/8TSnoHdayA","0","1","A","0","B","0","C"
"@Estadao aproveitando o #DiaDaMulher para lacrar.
E ainda dizem que isso é imprensa de direita, golpista, etc... https://t.co/QICjAIyBEd","0","1","B","0","V","0","A"
"@Estadao Caetano vive de dinheiro público sem nunca ter sido eleito ou passado em concurso público. https://t.co/0uR63G0nJ1","0","1","A","0","B","0","D"
"@Estadao @CamilaPitanga estou com @RachelSherazade. são idiotas inúteis, mamadores do dinheiro público, iludem milhões de imbecis.","1","1","E","1","Dani","1","C"
"@Estadao certíssimo! ninguém quer pseudoterrorista no seu país, inclusive sou contra esses refugiados. Não sei quem são! pode ter terrorista","1","1","A","1","Dani","0","C"
"Estadão comentando como se fosse algo liberado no Brasil... https://t.co/SNVJbgLM88","0","0","C","0","S","0","D"
"@Estadao Duvido o feminismo ser contra o que esse MACHO HOMEM pede aí!
O feminismo é capacho da esquerda!","1","1","B","1","It","1","A"
"@Estadao @Emais_Estadao Mais um mimimi dos feministos https://t.co/t9LOPMbtMb","0","1","D","0","B","0","B"
"@Estadao @Emais_Estadao @MichelTemer 'internautas'  as feminazis que são capacho da esquerda!!!","1","1","E","0","B","1","E"
"@Estadao Era as feminista que são capachos do lulopetismo.
Lugar de mulher é onde ela quiser.
Lugar de feminista é onde a Esquerda mandar","0","1","D","0","B","0","D"
"@Estadao @esportefera a unica desvantagem é se levar uma bolada nas partes baixas ... kkkkkk","0","1","B","0","I","0","C"
"@Estadao ESSES ARTISTAS / INTELECTUAIS SE ACHAM SUPERIORES A TODO MUNDO, OS DONOS DA VERDADE. O POVÃO TA CAGANDO PRA VOCÊS SEUS MERDAS.","0","1","D","0","V","0","C"
"@Estadao eu sou um unicornio","0","1","D","0","S","0","A"
"@Estadao  Feminismo: 
-defende TODAS as pautas da esquerda.
-é só a esquerda perder que faz protesto
-nunca protest _ https://t.co/ZqhyWCJKOd","1","1","D","1","It","0","E"
"@Estadao @gugachacra refugiados que a imprensa não mostra https://t.co/01MHqDPgLx","0","1","A","0","It","0","D"
"@Estadao @jairbolsonaro @Emais_Estadao Quem critica alguem que faz leis que PUNEM com mais rigor os estupradores e pedofilos ??","0","1","C","0","B","0","E"
"@Estadao @jairbolsonaro SÉRIO? pensava q teria elogios...","0","0","B","0","B","0","B"
"@Estadao Nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. Elas são só massa de manobra d _ https://t.co/doSd6ScAnu","0","1","D","0","B","0","D"
"@Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de direitos no Islão?","0","0","B","0","I","0","A"
"@Estadao que mulher suja da porra","0","1","B","0","B","0","E"
"@Estadao Se o estuprador for 'de menor' estará garantida a defesa pela maria do rosario igual champinha. Se a menina for de esquerda","1","1","C","1","B","0","D"
"@Estadao Seu comunismo na Venezuela é lindo ne ? Pra vc nao falta nada e pro povo ? https://t.co/0OhyJOw888","0","1","C","0","B","0","D"
"@Estadao Tem outras teorias tambem.... https://t.co/v8LBub6Gpn","0","0","B","0","V","0","A"
"@Estadao Trump demitiu o cara por que a audiência do Aprendiz tava caindo!  Correto!","0","0","C","0","Dani","0","B"
"@Estadao Usou tanto que nem pensa mais...
enquanto isso quem mora no dia a dia comum sofre com a violencia pq das d _ https://t.co/PJUC7AtZ34","0","1","D","0","I","0","A"
"Estado da Segurança Privada em Portugal
https://t.co/xdH26hs0q4#RenovarPortugal #PNR","0","0","B","0","I","0","B"
"@estadohiramico feminismo é massa de manobra da esquerda...e nao tem como elas negarem isso..tb nunca vi contra o F _ https://t.co/pq9kfmUEj6","0","1","C","0","V","0","D"
"@estadohiramico stf vergonha mesmo https://t.co/QbLebf82Wc","0","0","B","0","B","0","C"
"Esta matéria explica todo conteúdo dessa 'BIBLIA INFANTIL' que ridicularizam personagens e acontecimentos dá... https://t.co/MoMbrpJwFB","0","1","D","0","B","0","C"
"Estamos a crescer. Assim continuaremos. cada vez mais!
#PNR https://t.co/acRL7L2GbU","0","0","A","0","I","0","E"
"Estamos de olho !Foram 2milhoes de assinaturas, mas hoje somos muito mais, descontentes com essa roubalheira. https://t.co/r2av8VyCLj","0","1","A","0","I","0","E"
"Estamos todos refugiados em pessoas que não somos!
“Consumismo é o ato de comprar o que você não precisas, com o... https://t.co/PQRBru4VHe","0","1","E","0","It","0","E"
"Esta notícia é de DEZEMBRO, notícia Velha.Mas por falta de assunto, a Isto é publicou novamente ,para difamar o... https://t.co/5B9UDtkY3J","0","1","C","0","V","0","D"
"Estão abertas as inscrições para a turma 2017 de 'Atinuké' - Grupo de estudos sobre o pensamento de mulheres... https://t.co/dhAEmv7g5Q","0","0","B","0","Dani","0","A"
"Estão cada vez mais totalitários! Correm tudo a proibições e extorsões. É só dogmas e tabus... Mundo louco!
https://t.co/6EqrTVzYim","0","1","E","0","B","0","D"
"Estão todos perguntando se é um VETO ou não. Chame do que quiser, o objetivo é manter os marginais (com péssimas intenções) fora do país!","0","1","A","0","I","0","A"
"Estará a acabar o 'estado de graça' do presidente dos afectos?
Tudo tem um fim, certo?
#MarceloRebelloDeSousa https://t.co/4MBQlm8fxJ","0","0","B","0","B","0","A"
"ESTAR ACORDADO SÁBADO DE MANHÃ DO CARNAVAL
ISSO SEPARA NÓS: O POVO HONESTO E DIGNO
DELES: QUE FICARAM ATÉ DE MADRUGADA SE DROGANDO NAS RUAS.","1","1","C","0","B","1","B"
"ESTAR ACORDADO
SÁBADO DE MANHÃ
ISSO QUE SEPARA NÓS
(POVO HONESTO E TRABALHADOR)
DELES
(VAGABUNDOS DROGADOS E CORRUPTOS)
BOM DIA BRASIL
#PAZ","1","1","E","1","I","1","E"
"Esta senhora está completamente obcecada pelo Trump.
Haverá alguma explicação freudiana? 
@fcancio
#ForçaTrump https://t.co/5SFjTYzgDx","0","1","E","0","I","0","D"
"Estas poeiras vindas do norte de África entram impunemente em Portugal e sujam os carros todos. Para quando a construção de um muro?","1","1","C","1","It","1","B"
"Esta sua boca propaga só nazismo ou também chupa o meu pau??","1","1","E","1","I","1","D"
"Está toda a gente a queixar-se que está a tremer de frio.
TODA A GENTE!
Toda a gente menos os doentes de Parkinson.
Para eles é só 5ª feira","1","1","A","1","B","0","D"
"Estava a passar um casal de fufas por nós e a luana só grita 'HA BUE FUFONAS EM ALMADA'","1","1","E","1","S","0","A"
"Estava mechendo no baú do meu avô falecido e achei essa foto aqui https://t.co/rhDE3UPdd1","0","0","A","0","V","0","A"
"Este ano vamos comemorar o dia da Restauração em Santa Maria da Feira. https://t.co/yBPt8F461l","0","0","D","0","V","0","B"
"Este 'aquecimento global' está mesmo severo.","0","0","E","1","Dani","0","C"
"Este #CDS, realmente... que vergonha!
De facto, torna-se cada vez mais claro que é o #PNR de um lado e o Sistema to _ https://t.co/9MiFbWxAbp","0","1","E","0","V","0","E"
"Este é o 1º País do Mundo a proibir o islão e a fechar mesquitas https://t.co/tzf7IOTfFN","0","0","D","1","It","0","E"
"Este fim-de-semana a caravana vai andar por aqui:
- 10 Fev: VILA REAL
- 11 Fev: COVILHÂ
Bilhetes na FNAC,bilheteira _ https://t.co/C6ks5FIt96","0","0","A","0","V","0","A"
"Este plot twist no final da cerimónia foi escrito pelo George R. R. Martin não foi?
#Oscars","0","0","D","0","V","0","C"
"Estes 2 golos e as respetivas jogadas são mais uma prova de que o Benfica está a ser claramente levado ao colo na Taça da Liga
#VERGONHA","0","1","D","0","I","0","E"
"Este Zivkovic é uma pequena maravilha","0","0","A","0","B","0","E"
"Estimar a minha idade é o seu argumento???
 Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/TYHxHoRJB7","0","1","D","0","I","0","C"
"Estivemos ontem à convite para a pré-estréia do documentário #euvocêtodasnós, uma co-produção Coopas & Canal... https://t.co/hlxnByQqdK","0","0","C","0","It","0","E"
"Estive pensando... Uma #MulherDeVerdade é íntegra. Com seus sentimentos, consigo, com os outros. Essa é sua essência!","0","0","C","0","I","0","A"
"Estocolmo: capital das violações! As mulheres andam com medo e mudam hábitos de vida. 'Welcome R(ap)efugees'? _ https://t.co/BxSrVriKNC","1","1","A","1","V","0","C"
"Estou aguardando algum pedido c/ burca, ou será que já tem?. Mulheres que a usam fora do deserto, onde não há tempe _ https://t.co/qPqJGbTqIR","0","1","C","0","I","0","A"
"estou cansada das palavras: homofobia, racismo, gordofobia, feministas!!!! como eu queria voltar pros anos 90, eu ouvia bem menos.......","1","1","B","1","V","0","E"
"ESTOU LANÇANDO MINHA MARCA DE CAMISETAS
ESSA É ESPECIAL PRO #diainternacionaldamulher 
BELA OPÇÃO PRA PRESENTEAR O _ https://t.co/m4zsYjHxZs","0","1","B","0","I","0","C"
"Estou lendo que o preço do grande MURO na fronteira custará mais do que o governo esperava inicialmente, mas eu ain _ https://t.co/EZwOmnq7UM","0","0","B","0","B","0","D"
"estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+","1","1","E","1","B","1","B"
"Estou na dúvida entre ver o #Agarraamusica na SIC, o 'Desafio Final' na TVI ou um balde de ácido na retina","1","1","A","1","It","0","E"
"Estou tão orgulhoso da minha filha Ivanka. Abusada e maltratada pela mídia e ainda mantém a cabeça tão erguida: ver _ https://t.co/rLTZlmMxC7","0","0","B","0","B","0","D"
"Estou trabalhando num sistema onde haverá competitividade na Indústria de Remédios. O preço para o povo americano s _ https://t.co/uNS6lVHht0","0","0","B","0","V","0","D"
"Estranho... será se o dinheiro que recebo pra fazer o que faço é desviado no meio do caminho? Nunca o recebi. https://t.co/JqrfbtXDN0","0","0","D","0","V","0","A"
"'estudando graças ao feminismo'
ENEM 2018
- Ao invés da redação, faça um textão inventando um abuso sexual no banheiro da balada","0","1","D","0","I","0","A"
"@estudioi ter tempo pra cuidar da família é 'o grande problema' pra mulher ou pra qq pessoa que trabalha E tem filhos?","0","0","C","0","V","0","C"
"É suposto a religião não ser critério para discriminar refugiados. Nem pela negativa, nem mesmo pela positiva. https://t.co/dFlBu7D4eW","0","0","A","0","V","1","B"
"é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos","1","1","A","1","I","1","B"
"é tanto calor que to começando a gostar de quem fala cuspindo","0","0","D","1","It","0","A"
"e tava reclamando que sou gorda e feia vou continuar assim","0","1","B","0","V","0","A"
"E tbm pelos refugiados, por qm não tem casa, pelos q passam fome, por qm foi abandonados pelos pais ou familiares e enfim por todos q sofrem","0","0","E","0","B","1","B"
"E tem evangélicos fazendo fantasia, outras que se dizem evangélicos até tirando a roupa pelo carnaval.  Parabéns!!! https://t.co/0EhUl3ngIS","1","1","C","0","V","1","B"
"e tem nordestino e manaura achando ruim das piadinhas regionais... vcs sempre serão zuados, eu msm me certificarei disso. acostumem-se","1","1","D","1","B","1","C"
"É tempo de abrir os olhos e perceber que estamos a ser governados por amigos de terroristas.
https://t.co/fWMOKbiWz6","0","1","D","0","I","0","C"
"'Eu acho q já se nasce c o bichinho de matrafona'(ouvido na SIC).
As desculpas q os homens dão à família pra justificar vestirem-se d mulher","1","1","D","1","It","1","B"
"Eu acho que se o Movimento Negro realmente tiver humildade e seriedade com o próprio movimento, o MÍNIMO que devem _ https://t.co/aXUptQH2lf","1","0","C","1","It","1","B"
"eu apenas desmascarei os teus argumentos, cara! https://t.co/rsw9FTj79z","0","0","C","0","It","0","D"
"Eu apresento fatos, lógica e verdade.
Ela:
- olha os argumentos
- você ta passando vergonha
E não consegue refutar _ https://t.co/UdwhGBUHiD","0","1","A","0","I","0","A"
"Eu argumentando com um sujeito que acredita que a crise dos refugiados é a pobreza e não o projeto de califado. Desisti de argumentar","1","1","D","0","S","1","B"
"Eu arroto mesmo pq quem engole gás é judeu","1","1","E","1","B","1","B"
"Eu com a mais linda no meu branço","0","0","C","0","It","0","B"
"Eu com 4 seguidoras neste fds https://t.co/8Sg2vYqlfV","0","0","B","0","B","0","C"
"Eu cresci ouvindo:
'nossa, tu é mulher mesmo?'
'nunca vai ter filhos'
'nunca alguem vai te amar'
'vai ficar pra titia, viu?'
'tu é sapatão?'","0","1","E","0","B","0","E"
"@eudadisie meu, use menos droga que vc vai sentir menos fome hahahaahahaha","0","1","C","0","B","0","A"
"Eu devia indignar-me c o discurso d dono d Padaria Portuguesa mas porra,aquels croissants brioche feitos por mãos q ganham €_500 são tão bons","0","1","A","0","I","0","A"
"eu devo ser mt feia, pq gorda eu já sou...","0","0","A","1","It","0","C"
"eu devo ter jogado um angry birds na cruz pra merecer isso","0","1","A","0","I","0","E"
"Eu fico indignada quando vejo um brasileiro desmerecendo refugiados ou imigrantes, acho q eles nao conhecem a história do BR ne mores","0","1","E","0","B","0","E"
"Eu ganho menos do que o sr, q ganha 33 mil por mês. Favor transferir minha parte do seu salário até sexta. Grato. https://t.co/1y35PYsVbQ","0","0","B","0","V","0","B"
"Eu gostava de ser a ereção que o @guilhermefon está a esconder desde que viu o @joaopauloshowsa vestido de noiva
#ccallstars","0","1","B","0","I","0","A"
"EU GOSTO É DE MULHER BONITA CHEIROSA BEM CUIDADA E BEM RESOLVIDA, CANHÃO PROBLEMATIZADOR DE SUVACO PELUDO NÃO TEM VEZ AQUI NÃO #PAZ","1","1","D","1","It","1","A"
"Eu honestamente me emocionei lendo. Vale a pena","0","0","A","0","It","0","A"
"EU IA E VOLTAVA VÁRIAS VEZES (COM TODO O RESPEITO) @Chris_Branco","0","0","D","0","B","0","C"
"Eu já me sinto tao feia e gorda, aí as pessoas vem e me dizem 'vc é tão bonita, mas ta gorda' 
Me da logo um tiro fdp
#askanamia","1","1","B","1","It","1","C"
"@euluana66 pois é! tem homem que acha que orgasmo feminino não existe (risos e pesames pelas mulheres que transaram com esses)","0","1","D","0","I","0","A"
"É um absurdo certos tipos de Cultura. Uma criança pode casar. Mas são obrigadas a usar burca e algumas não... https://t.co/zMxDAu98LH","0","1","E","0","It","0","A"
"É uma mentira escandalosa que tenhamos tentado invadir a sede do @LIVREpt @ruitavares 
https://t.co/alD5cOz6Mi#Portugal #PNR","0","1","B","0","V","0","A"
"eu mandei argumentos baseados em fatos, lógica e verdades!
Ela reponde com isso! hahahaha putz!!! https://t.co/prFqBrxi1R","0","0","C","0","It","0","A"
"E um certo partido ai que perdeu 400 prefeituras e não tem mais onde lavar dinheiro...","0","1","B","0","V","0","B"
"eu me arrumei em exatos 3 min pra trabalhar","0","0","C","0","It","0","A"
"eu mesmo minha afilhada https://t.co/xCgpbnxOYZ","0","0","A","0","B","0","C"
"Eu, Nacionalista me confesso!
https://t.co/vWinrjkfkz#PNR #RenovarPortugal #Portugal","0","0","C","0","It","0","C"
"eu não defendo bandido
por isso que sou a favor do impeachment pro temer entrar com o cunha como vice","0","1","E","0","Dani","0","E"
"Eu nao defino o Angolano
pela cor, seja ele branco, preto ou mulato eu
defino o Angolano como aquele
que ama Angola _ https://t.co/sTch48FBfg","0","0","E","0","It","0","C"
"Eu não me importo se a pessoa é magra gorda feia bonita se é de humanas ou exatas, se ela me tratar bem eu vou retribuir da mesma forma","0","0","A","0","V","0","D"
"Eu não mereço ser estuprada no banheiro feminino por uma mulher trans lésbica! 
NÃO a ideologia de gênero","1","1","E","1","It","1","E"
"eu não preciso me resolver. Só mostro a verdade para quem vive se escondendo em mentiras!!! https://t.co/IX6VzBQNbX","0","1","E","0","It","0","B"
"EU NÃO QUERO TER FILHOS, EU NÃO PENSO EM TER FILHOS, E NÃO TEM NENHUM PROBLEMA NISSO!!!","0","1","D","0","V","0","E"
"eu não sabia que com o dia da mulher viria tanta gente burra falar bosta na internet","0","1","B","0","It","0","A"
"Eu não sei dizer o quanto eu queria trabalhar como voluntária p refugiados e afins","0","0","E","0","S","0","C"
"eu nao sou homofóbico, mas...........","1","1","C","1","It","0","A"
"Eu no 6° ano sentia-me rebelde porque chamava às minhas amigas 'fufinha' e elas ficavam felizes qd na vdd insinuava q eram fufas","1","1","A","1","It","0","C"
"eu nunca me senti tão gorda, tão feia, tão... tão mal","0","0","C","0","B","0","B"
"Eu odeio dia d tpm pq eu me sinto feia e gorda e que as pessoas não me amam e n tão nem ai p mim, o pior é saber q esses são os dias reais","0","1","B","0","I","0","C"
"EU PAGO TUDO QUE CONSUMO. TENHO O NOME LIMPO NA PRAÇA https://t.co/uD3IHN8UYJ","0","0","C","0","S","0","A"
"@eupatyoliveira estou preparada já https://t.co/R5iTupPnzo","0","0","C","0","S","0","B"
"Eu posso até ser feia, ser gorda,e concordar com isso,posso ser chata a maioria do tempo, mas quando precisam de mim, eu smp tô lá","0","1","D","0","B","0","E"
"EU PREFIRO MEIA BOCA, NÃO TOTALMENTE LISINHA NEM FIDEL CASTRO MAS UM GUERREIRO NÃO FOGE DA LUTA ENCARO O QUE VIER _ https://t.co/q0kd0LNvIo","1","0","B","1","V","1","B"
"eu prezo a igualdade de gênero e não femimimismo","0","0","B","0","I","0","E"
"eu queria namorar uma sem teto, aí eu perguntaria 'NA SUA CASA OU NA MINHA?' ai a gente ia rir e rir e rir e beber pinga de R$0,50","0","0","E","1","I","0","A"
"Eu quero que bela e a fera estreie logo pra eu PARAR de ver propaganda desse filme socorro não aguento mais","0","1","C","0","B","0","A"
"eu respeito homossexuais so n concordo nem quero q meu filho veja eles se beijando em público","1","1","D","1","B","0","B"
"@euronewspt @Ramo_Jr 
A direita vai corrigir as cagadas que a esquerda fez na Europa nos últimos 20 anos.
#Nexit
#Frexit","1","1","C","1","Dani","0","E"
"Eu sabia que ainda não tinha visto tudo que era possível sobre o destaque desse carnaval.... https://t.co/Oxb4SGd3pe","0","0","C","0","B","0","B"
"eu sabia que as manifestações nao eram contra corrupção mas o que eu queria mesmo era tirar a dilma","1","1","E","0","V","1","B"
"eu sei que em todas as notas do real ta escrito 'deus seja louvado' mas o estado é laico","0","1","D","0","V","0","D"
"Eu sei que para ser bonita não precisa ser magra, mas eu coloquei na minha fucking cabeça de que estou muito gorda e feia","0","0","D","1","V","0","A"
"Eu servindo café da manhã pra sua irmã. Ela gosta de leite quente com ovos logo cedo https://t.co/AKRPhwkgue","0","1","C","0","It","0","A"
"eu sofro preconceito por ser da igreja evangélica mas ngm liga ne
aí jogam pedra no macumbero e é 'ooooh mds que triste'","1","1","D","0","I","1","B"
"Eu só quero é ser feliz
Zuar sua barriga, sua orelha e seu nariz
E poder me orgulhar
De cortar o bolsa-família e botar o pobre pra trabalhar","1","1","C","1","It","0","A"
"eu sou a mulher mais burra do brasil","0","1","D","0","I","0","E"
"'Eu sou aquela mulher que fez a escalada da montanha da vida, removendo pedras e plantando flores.' #MulherDeVerdade","0","0","C","0","I","0","B"
"Eu sou bi e não sapatão. E mesmo se eu fosse, ninguém tem nada a ver com isso!","0","1","E","0","V","0","D"
"Eu sou de boa, meu amigo q é um grosso
#AsFortesEntenderão","0","0","E","0","I","0","D"
"Eu sou demasiado tudo. Demasiado alta, demasiado gorda, demasiado feia, demasiado paciente, demasiado sentimental, puta que pariu.","1","1","A","1","Dani","0","E"
"eu sou gorda, meu cabelo não é bom, minha cara é bem feia","1","1","C","1","S","0","C"
"Eu sou mt burra, o menino falou 'feliz dia da mulher' ai eu 'pra você também', nem percebi","1","0","C","1","V","1","E"
"eu sou oficialmente a mulher mais burra do mundo","0","1","E","0","B","0","E"
"Eu tô bem surpresa que os gringos não sabiam o que é caju https://t.co/IShGlhKQs2 via @ErinChack","0","0","D","0","It","0","D"
"Eu tô inconformada, chorando, como pude ser tão burra? Sempre pensei que a Solange do aviões era mulher do Xand. Não vou conseguir superar","0","1","A","0","V","0","D"
"EU TENHO PENA DAS MULHERES COM ESSE HOMENS DE HOJE
ACHO QUE EU VIRARIA SAPATÃO, OLHA DÁ VERGONHA DA MINHA RAÇA _ https://t.co/z4wRncC98n","0","1","E","0","B","0","E"
"eu tenho problemas psicológicos causados pelo excesso de corrupção petista......","1","1","D","1","It","0","B"
"Eu tenho um livrinho de cabeceira que passa pano branco pra político https://t.co/ToitIjbbfL","0","0","E","0","Dani","0","A"
"Eu tinha tanta coisa pra twittar hoje aqui, que acabei me esquecendo...","0","0","B","0","Dani","0","C"
